X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,DEVELOPMENT_CODE,PROJECT_NAME,BUILDING_NAME,BUILDING_NUMBER,BUILDING_TYPE_CODE,BUILDING_STATUS_TYPE_CODE,NATIONAL_BLDG_ID,CONSTRUCT_DATE,DOFA_ACTUAL_DT,TOTAL_DWELLING_UNITS,ACC_UNITS,TOTAL_OCCUPIED,REGULAR_VACANT,TOTAL_UNITS,PCT_OCCUPIED,NUMBER_REPORTED,PCT_REPORTED,MONTHS_SINCE_REPORT,PCT_MOVEIN,PEOPLE_PER_UNIT,PEOPLE_TOTAL,RENT_PER_MONTH,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,HH_INCOME,PERSON_INCOME,PCT_LT5K,PCT_5K_LT10K,PCT_10K_LT15K,PCT_15K_LT20K,PCT_GE20K,PCT_WAGE_MAJOR,PCT_WELFARE_MAJOR,PCT_OTHER_MAJOR,PCT_MEDIAN,PCT_LT50_MEDIAN,PCT_LT30_MEDIAN,PCT_2ADULTS,PCT_1ADULT,PCT_FEMALE_HEAD,PCT_FEMALE_HEAD_CHILD,PCT_DISABLED_LT62,PCT_DISABLED_GE62,PCT_DISABLED_ALL,PCT_LT24_HEAD,PCT_AGE25_50,PCT_AGE51_61,PCT_AGE62PLUS,PCT_AGE85PLUS,PCT_MINORITY,PCT_BLACK,PCT_NATIVE_AMERICAN,PCT_ASIAN,PCT_HISPANIC,MONTHS_WAITING,MONTHS_FROM_MOVEIN,PCT_UTILITY_ALLOW,AVE_UTIL_ALLOW,PCT_BED1,PCT_BED2,PCT_BED3,PCT_OVERHOUSED,TMINORITY,TPOVERTY,TPCT_OWNSFD,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,RAD_CHAP_INDR,RAD_TYPE,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,PHA_TOTAL_UNITS,DEV_BUIL_NU_ENTRANCE,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL
-77.000778,38.877422,821,DC001,D.C  Housing Authority,DC001005270,CAPITAL QUARTERS,CAPITOL QUARTERS II,30,RW,INAPCP,2580130000,2010/10/20 00:00:00+00,2012/06/30 00:00:00+00,3,3,5,0,3,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,District Of Columbia,1,7200,2,2022,N,N,District Of Columbia,1,50000,Washington,50000,Washington city,C5,,8840,"Washington, DC-MD-VA-WV PMSA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",99999,,1,0,1198,6,S,,1103 4th St SE,,Washington,DC,20003,3440,,20003,3,1,20003344003,S,,,,1,,,A,,90% Overall probable correctness,38.877422,-77.000778,S,,R,U,** Street-Level Rooftop **,11001,1150000,11001007200,1.1001E+11,N, ,2021/04/04 22:18:23+00,-4,-4,8360,DC001005270301,2025351500,2025351740,DCHousingAuth@dchousing.org,2025351513,2025351740,DCHA-EDHUDNotes@dchousing.org
-76.93532,38.881713,822,DC001,D.C  Housing Authority,DC001002220,BENNING TERRACE,BENNING TERRACE,16,WU,INAPCP,9404400000,1960/01/01 00:00:00+00,1959/12/31 00:00:00+00,28,28,14,13,29,48.27999878,14,100,12,0,2.6,36,337,1170,1151,16202,6301,0,27.27000046,27.27000046,9.09000015,36.36000061,21.43000031,7.13999987,50,13.15999985,100,85.70999908,0,42.86000061,92.86000061,42.86000061,9.09000015,66.66999817,13.89000034,0,64.29000092,14.28999996,21.43000031,0,100,100,0,0,0,0,191,0,0,0,14.28999996,85.70999908,57.13999939,101.5299988,20.31999969,8.72000027,13,8.32999992,8.32999992,100,13470,11,District Of Columbia,1,9907,2,2005,N,Y,District Of Columbia,1,50000,Washington,50000,Washington city,C5,,8840,"Washington, DC-MD-VA-WV PMSA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",99999,,1,0,1198,6,S,,601 46th Pl SE,,Washington,DC,20019,7847,,20019,99,4,20019784799,H,,,,1,,,A,,90% Overall probable correctness,38.881713,-76.93532,S,,R,U,** Street-Level Rooftop **,11001,1150000,11001009907,1.1001E+11,N, ,2021/04/04 22:18:23+00,196637,207184,8360,DC001002220161,2025351500,2025351740,DCHousingAuth@dchousing.org,2025351513,2025351740,DCHA-EDHUDNotes@dchousing.org
-76.929627,38.894227,823,DC001,D.C  Housing Authority,DC001002130,LINCOLN HEIGHTS,LINCOLN HEIGHTS,45,WU,INAPCP,,1945/01/01 00:00:00+00,1948/07/27 00:00:00+00,27,27,14,9,27,51.84999847,13,92.86000061,15,0,1.8,24,247,1147,1120,11091,6008,0,72.73000336,0,0,27.27000046,0,23.07999992,61.54000092,8.85999966,100,92.30999756,0,46.15000153,69.23000336,46.15000153,30,66.66999817,20.82999992,0,46.15000153,30.77000046,23.07999992,0,100,100,0,0,0,0,164,0,0,38.45999908,61.54000092,0,7.69000006,99.36000061,26.69000053,25.37000084,9,12.5,12.5,100,9396,11,District Of Columbia,1,7804,2,2009,N,Y,District Of Columbia,1,50000,Washington,50000,Washington city,C5,,8840,"Washington, DC-MD-VA-WV PMSA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",99999,,1,0,1198,6,S,,315 50th St NE,,Washington,DC,20019,5371,,20019,99,4,20019537199,H,,,,1,,,A,,90% Overall probable correctness,38.894227,-76.929627,S,,R,U,** Street-Level Rooftop **,11001,1150000,11001007804,1.1001E+11,N, ,2021/04/04 22:18:23+00,192771,214974,8360,DC001002130453,2025351500,2025351740,DCHousingAuth@dchousing.org,2025351513,2025351740,DCHA-EDHUDNotes@dchousing.org
-82.676658,27.804494,824,FL002,HOUSING AUTHORITY OF THE CITY OF ST. PETERSBURG,FL002000002,Disston Place,CLEARVIEW PARK - AMP 2,S,WU,INAPCP,6985400000,,1982/08/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Pinellas,103,22902,1,1004,N,Y,Pinellas,103,93042,Saint Petersburg,63000,St. Petersburg city,C1,,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",99999,,1,0,1213,2724,S,,3160 36th Ave N,,St Petersburg,FL,33713,1554,,33713,99,0,33713155499,H,,,,3,,,A,,70% Overall probable correctness,27.804494,-82.676658,S,,R,U,** Street-Level Rooftop **,12103,1263000,12103022902,1.2103E+11,N, ,2021/04/04 22:18:23+00,-4,-4,371,FL002000002S1,7273233171,7272096988,mlundy@stpeteha.org,7273233171,7272096988,mlundy@stpeteha.org
-82.438515,27.974292,825,FL003,TAMPA HOUSING AUTHORITY,FL003000037,Belmont Phase II,,7225,WU,DDDRFT,4766400000,,2003/07/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Hillsborough,57,3100,4,4014,N,Y,Hillsborough,57,93367,Tampa,71000,Tampa city (part),C1,,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",99999,,1,0,1214,3012,S,,1804 E 26th Ave,,Tampa,FL,33605,1168,,33605,99,9,33605116899,H,,,,1,,,A,,90% Overall probable correctness,27.974292,-82.438515,S,,R,U,** Street-Level Rooftop **,12057,1271000,12057003100,1.2057E+11,N, ,2021/04/04 22:18:23+00,-4,-4,662,FL00300003772251,8133419101,8133670778,leroym@thafl.com,8133419101,8133670778,picnotices@thafl.com
-76.950294,38.886741,826,DC001,D.C  Housing Authority,DC001002230,STODDERT TERRACE,STODDERT TERRACE,21,RW,INAPCP,4804400000,1960/01/01 00:00:00+00,1951/11/25 00:00:00+00,4,4,5,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,District Of Columbia,1,7703,3,3002,N,N,District Of Columbia,1,50000,Washington,50000,Washington city,C5,,8840,"Washington, DC-MD-VA-WV PMSA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",99999,,1,0,1198,6,S,,135 Ridge Rd SE,,Washington,DC,20019,3258,,20019,35,2,20019325835,S,,,,1,,,A,,90% Overall probable correctness,38.886741,-76.950294,S,,R,U,** Street-Level Rooftop **,11001,1150000,11001007703,1.1001E+11,N, ,2021/04/04 22:18:23+00,-4,-4,8360,DC001002230211,2025351500,2025351740,DCHousingAuth@dchousing.org,2025351513,2025351740,DCHA-EDHUDNotes@dchousing.org
-82.664155,27.759044,827,FL002,HOUSING AUTHORITY OF THE CITY OF ST. PETERSBURG,FL002000003,New Jordan Park 21A,,25,SD,DDPROP,6195400000,2002/02/21 00:00:00+00,2002/06/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Pinellas,103,28700,1,1028,N,N,Pinellas,103,93042,Saint Petersburg,63000,St. Petersburg city,C1,,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",99999,,1,0,1213,2724,S,,1111 23rd St S,,St Petersburg,FL,33712,2186,,33712,11,5,33712218611,S,,,,1,,,A,,90% Overall probable correctness,27.759044,-82.664155,S,,R,U,** Street-Level Rooftop **,12103,1263000,12103028700,1.2103E+11,N, ,2021/04/04 22:18:23+00,-4,-4,371,FL002000003251,7273233171,7272096988,mlundy@stpeteha.org,7273233171,7272096988,mlundy@stpeteha.org
-82.664155,27.758846,828,FL002,HOUSING AUTHORITY OF THE CITY OF ST. PETERSBURG,FL002000003,New Jordan Park 21A,,32,SD,DDPROP,3295400000,2002/02/21 00:00:00+00,2002/06/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Pinellas,103,28700,1,1028,N,N,Pinellas,103,93042,Saint Petersburg,63000,St. Petersburg city,C1,,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",99999,,1,0,1213,2724,S,,1201 23rd St S,,St Petersburg,FL,33712,2188,,33712,1,4,33712218801,S,,,,1,,,A,,90% Overall probable correctness,27.758846,-82.664155,S,,R,U,** Street-Level Rooftop **,12103,1263000,12103028700,1.2103E+11,N, ,2021/04/04 22:18:23+00,-4,-4,371,FL002000003321,7273233171,7272096988,mlundy@stpeteha.org,7273233171,7272096988,mlundy@stpeteha.org
-75.563806,39.761303,829,DE001,Wilmington Housing Authority,DE001000015,Scattered Sites South,SCATTERED SITES,430,RW,INAPCP,8964400000,1977/01/01 00:00:00+00,1971/07/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,New Castle,3,1200,1,1004,N,N,New Castle,3,93996,Wilmington,77580,Wilmington city (part),C1,,9160,"Wilmington-Newark, DE-MD PMSA",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",99999,,1,0,1000,336,S,,1834 N Union St,,Wilmington,DE,19806,2228,,19806,34,5,19806222834,S,,,,1,,,A,,90% Overall probable correctness,39.761303,-75.563806,S,,R,U,** Street-Level Rooftop **,10003,1077580,10003001200,1.0003E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1420,DE0010000150430001,3024296701,3024296815,THarkless@whadelaware.org,3024296701,,tharkless@whadelaware.org
-81.561855,30.275712,830,FL001,Jacksonville Housing Authority,FL001000013,SOUTHWIND VILLAS,8711 Newton Rd. Apt. 207-21,1341,WU,INAPCP,45400000,,1972/10/31 00:00:00+00,12,12,10,2,12,83.33000183,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Duval,31,15923,1,1009,N,Y,Duval,31,91642,Jacksonville East CC,35000,Jacksonville city (part),C1,,3600,"Jacksonville, FL MSA",27260,"Jacksonville, FL Metropolitan Statistical Area",99999,,1,0,1205,1458,S,,8711 Newton Rd,,Jacksonville,FL,32216,410,,32216,99,3,32216041099,H,,,,1,,,A,,90% Overall probable correctness,30.275712,-81.561855,S,,R,U,** Street-Level Rooftop **,12031,1235000,12031015923,1.2031E+11,N, ,2021/04/04 22:18:23+00,-4,-4,2497,FL00100001313411,9046303810,9046303888,dalexander@jaxha.org,9046303803,9046303818,dalexander@jaxha.org
-81.661591,30.340086,831,FL001,Jacksonville Housing Authority,FL001000018,CENTENNIAL TOWNHOUSE,1313-1319 N. Broad St,1802,RW,INAPCP,2745400000,,1977/12/31 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Duval,31,17200,1,1001,N,N,Duval,31,91646,Jacksonville West CC,35000,Jacksonville city (part),C1,,3600,"Jacksonville, FL MSA",27260,"Jacksonville, FL Metropolitan Statistical Area",99999,,1,0,1205,1458,S,,1313 Broad St,,Jacksonville,FL,32202,3915,,32202,13,9,32202391513,S,,,,1,,,A,,90% Overall probable correctness,30.340086,-81.661591,S,,R,U,** Street-Level Rooftop **,12031,1235000,12031017200,1.2031E+11,N, ,2021/04/04 22:18:23+00,-4,-4,2497,FL00100001818021,9046303810,9046303888,dalexander@jaxha.org,9046303803,9046303818,dalexander@jaxha.org
-82.434207,27.972743,832,FL003,TAMPA HOUSING AUTHORITY,FL003000034,Belmont Phase I,,4064,WU,DDDRFT,7656400000,,2003/11/30 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Hillsborough,57,3500,1,1000,N,Y,Hillsborough,57,93367,Tampa,71000,Tampa city (part),C1,,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",99999,,1,0,1214,3012,S,,1905 E 24th Ave,,Tampa,FL,33605,2276,,33605,99,8,33605227699,H,,,,2,N,,A,,80% Overall probable correctness,27.972743,-82.434207,S,,R,U,** Street-Level Rooftop **,12057,1271000,12057003500,1.2057E+11,N, ,2021/04/04 22:18:23+00,-4,-4,662,FL00300003440641,8133419101,8133670778,leroym@thafl.com,8133419101,8133670778,picnotices@thafl.com
-75.595133,38.738186,833,DE004,Delaware State Housing Authority,DE004000008,LAVERTY LANE,LAVERTY LANE - BLDG 11,B065,RW,INAPCP,1015400000,,1990/09/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,Sussex,5,50301,3,3047,N,N,Sussex,5,90296,Bridgeville-Greenwood,8680,Bridgeville town (part),C1,,9999,,41540,"Salisbury, MD-DE Metropolitan Statistical Area",99999,,1,0,1000,36,S,,49 Laverty Ln,,Bridgeville,DE,19933,1337,,19933,49,8,19933133749,S,,,,1,,,A,,90% Overall probable correctness,38.738186,-75.595133,S,,R,U,** Street-Level Rooftop **,10005,1008680,10005050301,1.00051E+11,N, ,2021/04/04 22:18:23+00,-4,-4,289,DE004000008B0651,3027394263,3027393178,anas@destatehousing.com,3027394263,3027396122,anas@destatehousing.com
-75.527831,39.747581,834,DE001,Wilmington Housing Authority,DE001000005,Northeast,RIVERSIDE,RS18,RW,INAPCP,8944400000,1942/01/01 00:00:00+00,1959/11/30 00:00:00+00,6,6,6,0,6,100,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,New Castle,3,3002,2,2004,N,N,New Castle,3,93996,Wilmington,77580,Wilmington city (part),C1,,9160,"Wilmington-Newark, DE-MD PMSA",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",99999,,1,0,1000,336,S,,1321 E 24th St,,Wilmington,DE,19802,4604,,19802,21,3,19802460421,S,,,,1,,,A,,90% Overall probable correctness,39.747581,-75.527831,S,,R,U,** Street-Level Rooftop **,10003,1077580,10003003002,1.0003E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1420,DE001000005RS18001,3024296701,3024296815,THarkless@whadelaware.org,3024296701,,tharkless@whadelaware.org
-75.516216,39.155988,835,DE002,Dover Housing Authority,DE002000001,SENATE VIEW,,SV7,RW,INAPCP,194400000,1963/11/01 00:00:00+00,1964/06/30 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,Kent,1,41300,1,1052,N,N,Kent,1,90740,Dover,21200,Dover city,C1,,2190,"Dover, DE MSA",20100,"Dover, DE Metropolitan Statistical Area",99999,,1,0,1000,90,S,,403 Kent Ave,,Dover,DE,19901,3733,,19901,3,1,19901373303,S,,,,1,,,A,,90% Overall probable correctness,39.155988,-75.516216,S,,R,U,** Street-Level Rooftop **,10001,1021200,10001041300,1.0001E+11,N, ,2021/04/04 22:18:23+00,-4,-4,289,DE002000001SV71,3026781965,3026781971,dover.housingauthority@dhade.org,3026781965,,rufus.mincey@dhade.org
-82.436382,27.972652,836,FL003,TAMPA HOUSING AUTHORITY,FL003000034,Belmont Phase I,,4055,WU,DDDRFT,8666400000,,2003/06/30 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Hillsborough,57,3300,2,2009,N,Y,Hillsborough,57,93367,Tampa,71000,Tampa city (part),C1,,8280,"Tampa-St. Petersburg-Clearwater, FL MSA",45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",99999,,1,0,1214,3012,S,,2005 E 25th Ave,,Tampa,FL,33605,2197,,33605,99,6,33605219799,H,,,,2,N,,A,,80% Overall probable correctness,27.972652,-82.436382,S,,R,U,** Street-Level Rooftop **,12057,1271000,12057003300,1.2057E+11,N, ,2021/04/04 22:18:23+00,-4,-4,662,FL00300003440551,8133419101,8133670778,leroym@thafl.com,8133419101,8133670778,picnotices@thafl.com
-75.1503,38.4737,837,DE004,Delaware State Housing Authority,DE004000013,SELBYVILLE,HICKORY TREE II - BLDG 20,B129,RW,INAPCP,4615400000,,1998/05/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,Sussex,5,51305,,,,,Sussex,5,93552,Selbyville-Frankford,64840,Selbyville town,C1,,9999,,41540,"Salisbury, MD-DE Metropolitan Statistical Area",99999,,1,0,1000,306,,,,,Selbyville,DE,19975,,,19975,,,,,,,S,,,,,S,Street not found,38.4737,-75.1503,5,S,T,R,**  Centroid Lat/Long   **,10005,1064840,10005051305,,N, ,2021/04/04 22:18:23+00,-4,-4,289,DE004000013B1291,3027394263,3027393178,anas@destatehousing.com,3027394263,3027396122,anas@destatehousing.com
-75.533934,39.757043,838,DE001,Wilmington Housing Authority,DE001000008,Scattered Sites North,SCATTERED SITES,2229,RW,DDAPRD,5684400000,1977/01/01 00:00:00+00,1981/05/31 00:00:00+00,1,1,1,0,1,100,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,New Castle,3,500,1,1005,N,N,New Castle,3,93996,Wilmington,77580,Wilmington city (part),C1,,9160,"Wilmington-Newark, DE-MD PMSA",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",99999,,1,0,1000,336,S,,139 W 29th St,,Wilmington,DE,19802,3106,,19802,39,8,19802310639,S,,,,1,,,A,,90% Overall probable correctness,39.757043,-75.533934,S,,R,U,** Street-Level Rooftop **,10003,1077580,10003000500,1.0003E+11,N, ,2021/04/04 22:18:23+00,-4,-4,1420,DE0010000082229001,3024296701,3024296815,THarkless@whadelaware.org,3024296701,,tharkless@whadelaware.org
-81.759867,30.313663,839,FL001,Jacksonville Housing Authority,FL001000014,VICTORY POINT,6750 Ramona Blvd. 118-121,1409,RW,INAPCP,245400000,,1973/06/30 00:00:00+00,4,4,4,0,4,100,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,Duval,31,12000,1,1008,N,Y,Duval,31,91646,Jacksonville West CC,35000,Jacksonville city (part),C1,,3600,"Jacksonville, FL MSA",27260,"Jacksonville, FL Metropolitan Statistical Area",99999,,1,0,1205,1458,S,,6750 Ramona Blvd,,Jacksonville,FL,32205,702,,32205,99,1,32205070299,H,,,,1,,,A,,90% Overall probable correctness,30.313663,-81.759867,S,,R,U,** Street-Level Rooftop **,12031,1235000,12031012000,1.2031E+11,N, ,2021/04/04 22:18:23+00,-4,-4,2497,FL00100001414091,9046303810,9046303888,dalexander@jaxha.org,9046303803,9046303818,dalexander@jaxha.org
-75.1503,38.4737,840,DE004,Delaware State Housing Authority,DE004000013,SELBYVILLE,HICKORY TREE II - BLDG 21,B120,RW,INAPCP,5515400000,,1998/05/31 00:00:00+00,2,2,2,0,2,100,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,10,Sussex,5,51305,,,,,Sussex,5,93552,Selbyville-Frankford,64840,Selbyville town,C1,,9999,,41540,"Salisbury, MD-DE Metropolitan Statistical Area",99999,,1,0,1000,306,,,,,Selbyville,DE,19975,,,19975,,,,,,,S,,,,,S,Street not found,38.4737,-75.1503,5,S,T,R,**  Centroid Lat/Long   **,10005,1064840,10005051305,,N, ,2021/04/04 22:18:23+00,-4,-4,289,DE004000013B1201,3027394263,3027393178,anas@destatehousing.com,3027394263,3027396122,anas@destatehousing.com
